date,pred_14,pred_28,pred_56,pred_63,pred_70,pred_77,pred_84,pred_91,pred_98,pred_100,pred_105,pred_112,pred_119,pred_126,pred_133,roas_d100_error,pred_payback,pb_window_error
20240111,,0.4576251539143878,0.5448357985692382,0.5666384597329508,0.5884411208966636,0.6102437820603761,0.6320464432240888,0.6538491043878013,0.6756517655515138,0.6818810973125746,0.6974544267152265,0.7192570878789392,0.7410597490426517,0.7628624102063645,0.784665071370077,0.05180119914409882,231,16.0
20240112,,0.41773169778688396,0.49733975766983074,0.5172417726405674,0.5371437876113042,0.5570458025820408,0.5769478175527775,0.5968498325235142,0.6167518474942508,0.6224381374858899,0.6366538624649876,0.6565558774357243,0.6764578924064609,0.6963599073771977,0.7162619223479344,0.05151964296300102,258,17.0
20240113,,0.4112719518694114,0.4896489635878276,0.5092432165174317,0.5288374694470358,0.5484317223766398,0.5680259753062439,0.5876202282358479,0.6072144811654518,0.6128128391453388,0.6268087340950559,0.64640298702466,0.6659972399542641,0.6855914928838682,0.7051857458134723,0.04956246530358528,262,17.0
20240114,,0.48243823840573885,0.5743775678277095,0.5973624001832021,0.6203472325386948,0.6433320648941875,0.6663168972496801,0.6893017296051728,0.7122865619606654,0.7188536569193776,0.7352713943161581,0.7582562266716508,0.7812410590271435,0.8042258913826361,0.8272107237381288,0.047671790574695116,214,13.0
20240115,0.5499120763799397,0.6214296088686473,0.7398568332759514,0.7694636393777774,0.7990704454796036,0.8286772515814296,0.8582840576832556,0.8878908637850816,0.9174976698869076,0.9259567573445722,0.9471044759887336,0.9767112820905597,1.0063180881923857,1.0359248942942119,1.0655317003960378,0.049868559147906055,118,8.0
20240116,0.4261038867735422,0.5217306623883022,0.6211580365478926,0.6460148800877902,0.6708717236276879,0.6957285671675855,0.720585410707483,0.7454422542473806,0.7702990977872781,0.7774010530843918,0.7951559413271757,0.8200127848670734,0.844869628406971,0.8697264719468687,0.8945833154867663,0.04897005602883857,187,12.0
20240117,0.5101785997536928,0.5781610392943264,0.6883424760442158,0.7158878352316881,0.7434331944191606,0.7709785536066329,0.7985239127941052,0.8260692719815775,0.8536146311690499,0.861484733794042,0.8811599903565221,0.9087053495439946,0.936250708731467,0.9637960679189395,0.9913414271064117,0.052341990095092834,148,10.0
20240118,0.5603035357997773,0.6583966325824155,0.7838687450197426,0.8152367731290744,0.8466048012384062,0.877972829347738,0.9093408574570697,0.9407088855664014,0.9720769136757331,0.9810392074212565,1.0034449417850648,1.0348129698943969,1.0661809980037285,1.0975490261130605,1.128917054222392,0.05000511549242987,104,7.0
20240119,0.6041712294494189,0.7396735824405952,0.8806348242058916,0.9158751346472157,0.9511154450885398,0.9863557555298639,1.021596065971188,1.056836376412512,1.092076686853836,1.1021453469799287,1.1273169972951602,1.1625573077364844,1.1977976181778085,1.2330379286191326,1.2682782390604568,0.04895912213899439,80,5.0
20240120,0.45671042180548205,0.5323955014630273,0.6338552977543369,0.6592202468271643,0.6845851958999918,0.709950144972819,0.7353150940456464,0.7606800431184738,0.7860449921913012,0.7932921204978233,0.8114099412641286,0.8367748903369561,0.8621398394097834,0.8875047884826109,0.9128697375554383,0.04815930212515509,179,11.0
20240121,0.47067829091988644,0.5593197452742731,0.6659105546655802,0.692558257013407,0.7192059593612339,0.7458536617090606,0.7725013640568874,0.7991490664047142,0.8257967687525408,0.8334103979947771,0.8524444711003676,0.8790921734481945,0.9057398757960212,0.9323875781438481,0.9590352804916749,0.07446724030032245,161,16.0
