date,pred_14,pred_28,pred_56,pred_63,pred_70,pred_77,pred_84,pred_91,pred_98,pred_100,pred_105,pred_112,pred_119,pred_126,pred_133,roas_d100_error,pred_payback,pb_window_error
20231222,,,0.39558705802086824,0.4114172413704722,0.42724742472007615,0.44307760806968005,0.45890779141928395,0.47473797476888785,0.4905681581184918,0.49509106764695,0.5063983414680957,0.5222285248176997,0.5380587081673036,0.5538888915169076,0.5697190748665114,0.05371292893795542,317,22.0
20231223,,,0.3268436615613928,0.33992294457701605,0.3530022275926394,0.36608151060826266,0.37916079362388605,0.3922400766395093,0.40531935965513266,0.40905629765959645,0.41839864267075594,0.43147792568637927,0.44455720870200266,0.457636491717626,0.47071577473324927,0.05357216130835252,356,25.0
20231224,,,0.5939042961182215,0.6176705283774501,0.6414367606366789,0.6652029928959075,0.688969225155136,0.7127354574143646,0.7365016896735932,0.7432920417476585,0.7602679219328219,0.7840341541920505,0.8078003864512792,0.831566618710508,0.8553328509697364,0.05411902827191568,202,14.0
20231225,,,0.588541562937411,0.6120931950276352,0.6356448271178595,0.6591964592080837,0.6827480912983078,0.706299723388532,0.7298513554787562,0.7365803932188203,0.7534029875689804,0.7769546196592046,0.800506251749429,0.8240578838396533,0.8476095159298774,0.05675527122218202,205,15.0
20231226,,,0.21608004216285473,0.22472690412730173,0.23337376609174876,0.24202062805619576,0.25066749002064276,0.25931435198508973,0.26796121394953676,0.27043174593937874,0.27660807591398373,0.28525493787843076,0.2939017998428778,0.3025486618073248,0.3111955237717718,0.05595525725404893,420,31.0
20231227,,,0.6939019152899353,0.7216697462211017,0.7494375771522681,0.7772054080834346,0.804973239014601,0.8327410699457674,0.8605089008769339,0.8684425668572672,0.8882767318081003,0.9160445627392667,0.9438123936704333,0.9715802246015999,0.9993480555327663,0.05139214989224772,145,10.0
20231228,,,0.4314822167384478,0.4487488144811445,0.4660154122238413,0.48328200996653803,0.5005486077092347,0.5178152054519314,0.5350818031946282,0.5400151168353986,0.552348400937325,0.5696149986800216,0.5868815964227184,0.6041481941654152,0.6214147919081119,0.05088378573754129,296,20.0
20231229,,,0.33873761067246977,0.35229285312953995,0.36584809558661013,0.3794033380436803,0.39295858050075044,0.40651382295782057,0.42006906541489075,0.42394199183119646,0.4336243078719608,0.447179550329031,0.46073479278610124,0.4742900352431714,0.48784527770024155,0.048115781955940205,349,22.0
20231230,,,0.5199500082351962,0.5407568162338467,0.5615636242324973,0.5823704322311477,0.6031772402297982,0.6239840482284487,0.6447908562270993,0.6507356585124279,0.6655976642257497,0.6864044722244003,0.7072112802230508,0.7280180882217013,0.7488248962203519,0.048448909620152227,245,15.0
20231231,,,0.34357785968532745,0.3573267940940874,0.3710757285028473,0.3848246629116072,0.3985735973203672,0.41232253172912703,0.426071466137887,0.4299997331118184,0.43982040054664684,0.45356933495540674,0.46731826936416676,0.4810672037729268,0.49481613818168657,0.05071349583775485,347,23.0
20240101,,0.24503133877069794,0.29172750665405556,0.30340154862489493,0.31507559059573437,0.3267496325665738,0.3384236745374132,0.35009771650825255,0.36177175847909193,0.3651071990421889,0.3734458004499313,0.3851198424207708,0.3967938843916102,0.4084679263624496,0.420141968333289,0.05560339821520801,377,27.0
20240102,,0.5875153429051514,0.6994794501250078,0.7274704769299718,0.7554615037349359,0.7834525305399,0.8114435573448641,0.8394345841498281,0.8674256109547922,0.8754230471847819,0.8954166377597562,0.9234076645647205,0.9513986913696845,0.9793897181746486,1.0073807449796126,0.04836863757346851,26,2.0
20240103,,0.35687696734657604,0.42488780573371915,0.4418905153305049,0.45889322492729073,0.47589593452407647,0.4928986441208622,0.509901353717648,0.5269040633144337,0.5317619803420868,0.5439067729112195,0.5609094825080053,0.5779121921047911,0.5949149017015769,0.6119176112983626,0.04723943710355381,300,18.0
20240104,,0.33942609317954486,0.4041112796157854,0.4202825762248455,0.4364538728339057,0.4526251694429658,0.46879646605202596,0.48496776266108604,0.5011390592701461,0.5057594297298776,0.5173103558792063,0.5334816524882665,0.5496529490973266,0.5658242457063868,0.5819955423154469,0.05389391251491446,312,22.0
20240105,,0.4002612589188852,0.4765399383622979,0.4956096082231511,0.5146792780840043,0.5337489479448575,0.5528186178057106,0.5718882876665637,0.590957957527417,0.5964064346305178,0.6100276273882701,0.6290972972491233,0.6481669671099765,0.6672366369708297,0.6863063068316829,0.05201940466226018,270,18.0
20240106,,0.5712044679575138,0.6800601754163416,0.7072741022810485,0.7344880291457556,0.7617019560104625,0.7889158828751694,0.8161298097398764,0.8433437366045833,0.8511191442802138,0.8705576634692902,0.8977715903339972,0.9249855171987041,0.9521994440634112,0.9794133709281181,0.050093362316806576,153,10.0
20240107,,0.6108188610081128,0.7272239715668403,0.7563252492065221,0.7854265268462042,0.814527804485886,0.8436290821255679,0.8727303597652497,0.9018316374049316,0.9101462881591263,0.9309329150446134,0.9600341926842954,0.9891354703239772,1.0182367479636592,1.047338025603341,0.049995367535280305,122,8.0
20240108,,0.42030327578995536,0.5004014070195266,0.5204259398269195,0.5404504726343123,0.5604750054417051,0.580499538249098,0.6005240710564907,0.6205486038638837,0.6262698989517101,0.6405731366712765,0.6605976694786693,0.6806222022860621,0.700646735093455,0.7206712679008478,0.0513181342496264,256,17.0
20240109,,0.5700502700161366,0.6786860194030232,0.7058449567497449,0.7330038940964666,0.7601628314431882,0.7873217687899098,0.8144807061366315,0.8416396434833531,0.8493993398681307,0.8687985808300747,0.8959575181767965,0.9231164555235181,0.9502753928702398,0.9774343302169615,0.050076717757067526,153,10.0
20240110,,0.2392294999918786,0.2848199985391948,0.2962176231760239,0.307615247812853,0.31901287244968207,0.3304104970865111,0.34180812172334013,0.3532057463601692,0.35646221054212035,0.36460337099699824,0.37600099563382733,0.3873986202706564,0.3987962449074855,0.4101938695443146,0.05107278278290988,381,25.0
