date,media_source,pred_14,pred_28,pred_56,pred_63,pred_70,pred_77,pred_84,pred_91,pred_98,pred_100,pred_105,pred_112,pred_119,pred_126,pred_133,pred_140,pred_147,roas_d100_error,pred_payback,pb_window_error
20240128,All,0.6625944072346235,1.4411472388442759,2.410509333602257,2.5629932586203665,2.7154771836384763,2.8679611086565857,3.020445033674695,3.172928958692805,3.3254128837109143,3.368979719430374,3.4778968087290236,3.630380733747133,3.7828646587652424,3.935348583783352,4.087832508801462,4.2403164338195705,4.392800358837681,0.09067933206681593,20,2.0
20240127,All,0.5578951397608057,1.2134256363353642,2.02961483960815,2.158004152482521,2.2863934653568916,2.4147827782312627,2.5431720911056335,2.671561403980004,2.799950716854375,2.836633377675624,2.928340029728746,3.056729342603117,3.1851186554774875,3.3135079683518587,3.4418972812262294,3.5702865941006,3.6986759069749713,0.08932724009935174,23,3.0
20240126,All,0.7323939188838353,1.5929616405168834,2.6644389962649946,2.8329859960455965,3.0015329958261985,3.1700799956068,3.338626995387402,3.507173995168004,3.6757209949486054,3.723877280600206,3.8442679947292073,4.012814994509809,4.181361994290411,4.349908994071013,4.518455993851615,4.687002993632216,4.855549993412819,0.09158072671179204,18,2.0
20240125,All,0.466220661542104,1.0140330370093795,1.6961043496515882,1.803396466246992,1.9106885828423954,2.017980699437799,2.1252728160332026,2.2325649326286063,2.33985704922401,2.3705119396798393,2.4471491658194133,2.554441282414817,2.6617333990102208,2.769025515605624,2.8763176322010278,2.9836097487964315,3.090901865391835,0.08814335096037593,28,3.0
20240124,All,0.5742596185685156,1.249018486488272,2.089148588270706,2.2213038851803026,2.3534591820898987,2.485614478999495,2.6177697759090917,2.749925072818688,2.882080369728284,2.919839025988169,3.0142356666378807,3.146390963547477,3.278546260457073,3.4107015573666697,3.542856854276266,3.6750121511858627,3.807167448095459,0.08604634484330945,23,3.0
20240123,All,0.46672161497499315,1.0151226140548768,1.69792681134534,1.805334213166312,1.9127416149872836,2.020149016808255,2.127556418629227,2.234963820450199,2.342371222271171,2.3730590513628766,2.449778624092142,2.557186025913114,2.664593427734086,2.7720008295550578,2.879408231376029,2.986815633197001,3.094223035017973,0.08814982029993317,28,3.0
20240122,All,0.40711,0.8854669553498689,1.4810605765576939,1.5747494607926327,1.6684383450275715,1.76212722926251,1.855816113497449,1.9495049977323877,2.0431938819673263,2.0699621346058805,2.136882766202265,2.230571650437204,2.3242605346721428,2.4179494189070816,2.5116383031420204,2.6053271873769592,2.6990160716118976,0.08397195564154152,30,3.0
20240121,All,0.8579,1.8659382009644874,3.121028391905985,3.3184583095821756,3.5158882272583662,3.713318144934557,3.9107480626107476,4.108177980286938,4.305607897963129,4.362016445870612,4.50303781563932,4.70046773331551,4.897897650991701,5.095327568667891,5.292757486344081,5.490187404020272,5.687617321696463,0.052732839541489565,16,1.0
20240120,All,0.6627,1.4413769038106605,2.4108934786293235,2.563401703881697,2.715909929134071,2.868418154386445,3.020926379638819,3.1734346048911926,3.3259428301435667,3.369516608787102,3.4784510553959405,3.630959280648314,3.7834675059006884,3.935975731153062,4.088483956405436,4.24099218165781,4.393500406910183,0.05149489157442037,20,1.0
20240119,All,0.7952,1.7295652843069824,2.8929266549057457,3.075927319943754,3.2589279849817614,3.4419286500197694,3.624929315057777,3.8079299800957847,3.9909306451337927,4.043216549430366,4.173931310171801,4.356931975209808,4.539932640247816,4.722933305285824,4.905933970323831,5.08893463536184,5.271935300399846,0.055946015908326874,17,1.0
